yearDelta,fourYearDelta,Volume,nextYearProfit,BuyOrNot
8.36,1.9769491525423726,3623078,0.22705534046914158,1
51.519999999999996,1.1594831270577206,47230787,0.14502149730430627,1
3.3600000000000136,0.8353612167300379,760629,-0.19004212416269592,0
14.340000000000003,0.8546206896551726,9943452,0.7304774654172244,1
2.9099999999999966,0.8453828108338665,2786798,0.14746330752340234,1
7.130000000000003,0.2958442313281025,8101584,0.3944830679524556,1
25.75,0.6480698404037647,1692576,0.32809137560006635,1
59.670000000000016,2.440950920245399,2366120,0.4811678181412969,1
26.5,0.6555798687089713,2312175,0.21134020618556715,1
9.100000000000001,0.40304434149569823,2921389,0.0014150943396226952,1
17.849999999999994,0.626590069757899,2555727,0.21513622603430888,1
49.8,1.3977886346104396,1596444,0.2393565683646112,1
69.94,0.646417445482866,281384,0.013520971302428282,1
8.64,0.6807727690892366,3167081,0.007297938332421065,1
5.529999999999994,0.5261386582903297,2968573,-0.0026462805057334993,0
1.6500000000000004,0.0018066847335139634,6781029,0.03787195671776374,1
45.78,1.7685770750988143,2596718,0.33764008851452626,1
16.39,0.47745779543197614,3710290,0.20567280548460812,1
-21.05000000000001,1.8044596912521442,2106462,-0.27200815494393477,0
10.370000000000005,0.6156225831399846,4120710,0.023934897079942556,1
7.57,0.5110255512775639,1483949,-0.054899235580264175,0
28.239999999999995,1.709284232365145,319634,-0.10921795730831814,0
17.18,0.45799315248880695,1106069,0.2498193641618497,1
11.880000000000003,0.49237718802936187,1440142,0.2780930760499433,1
59.919999999999995,0.7349186083625917,1962034,0.004507405022537109,1
83.23999999999998,3.3351665139016196,1735592,0.8011840157868773,1
22.370000000000005,2.510581467022807,2492777,-0.24991220882593945,0
22.239999999999995,0.8956579530350021,2422471,0.15367535351174486,1
-9.0,0.3896006833226565,2706959,-0.09266231271609683,0
25.429999999999996,2.0580455547391625,9706003,0.28015377222489196,1
8.17,2.8996138996139,67543333,0.31188118811881194,1
15.64,0.4565846599131693,1625763,0.290114257327372,1
21.289999999999992,0.8933963351388728,4078062,0.1294661878385782,1
35.07000000000001,0.06131785592352352,474274,0.2980763044457311,1
47.33,0.9266055045871561,1172450,0.33551912568306025,1
41.980000000000004,0.6531274331689592,2351036,0.15440772431117045,1
449.42999999999995,2.5790418018705856,9113808,0.48261922285153547,1
5.969999999999999,0.4652803564797624,2117279,0.3533958438925494,1
37.56999999999999,0.5998125585754451,641201,0.3674784500795047,1
62.66999999999999,1.7140917320458657,2001670,0.35599533047973775,1
28.22,1.1439943392888732,1374383,0.19207920792079197,1
23.325000000000003,2.134238741958542,1481479,0.21857325305601175,1
10.32,-0.4341405788541052,3981392,-0.06701461377870566,0
11.89,-0.3849615156897573,4614176,0.18155564112437428,1
14.009999999999991,0.6384833050367855,1476987,0.15218292345951923,1
22.860000000000007,1.039750141964793,1321914,0.29203786191536735,1
39.67,0.5736711649683282,848941,0.09572978648932444,1
2.9200000000000017,-0.007457121551081256,2808421,0.13110443275732525,1
24.380000000000003,2.959731543624161,5136990,0.3813559322033897,1
27.47999999999999,0.4826917106488668,1404235,-0.1409202743024655,0
101.54,5.325028312570781,6685116,0.06888988361683074,1
